# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun May 17 13:39:03 2026
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%Transit%'
# CONSTRAINT:  and disc_year = 2026
# CONSTRAINT:  and soltype like '%confirmed%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TOI-3862 b,TOI-3862,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CARLEO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...707A...4C/abstract target=ref>Carleo et al. 2026</a>,1.55745774000,0.0253900000,5.53000000,0.49300000,53.70000000,0.16880000,Mass,0.023200,,1539.00,0,<a refstr=CARLEO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...707A...4C/abstract target=ref>Carleo et al. 2026</a>,,5300.00,0.920000,0.900000,0.1100,[Fe/H],4.400000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h23m36.14s,185.9005633,+50d32m40.65s,50.5446246,249.02000000,12.3510000,10.5480000,12.2326000,2026-03-19,2026-02,2026-03-19
TOI-3896 b,TOI-3896,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,4.37730369667,,3.14949237,0.28097937,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5110.91,0.747752,,,,4.567100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h31m43.26s,187.9302395,+63d54m30.77s,63.9085462,181.65300000,12.4300000,10.3580000,12.2334000,2026-04-23,2026-03,2026-04-23
TOI-4029 b,TOI-4029,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,5.88498234631,,6.73756618,0.60108643,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5662.53,1.178340,,,,4.272200,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h56m56.09s,239.2337189,+16d58m49.03s,16.9802854,274.43600000,11.5540000,10.1940000,11.6157000,2026-04-23,2026-03,2026-04-23
TOI-4030 b,TOI-4030,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,2.50900199461,,5.84625590,0.52156891,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5640.37,0.991737,,,,4.487500,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h30m29.48s,277.6228367,+56d46m13.63s,56.7704522,571.61500000,13.8620000,12.1500000,13.7113000,2026-04-23,2026-03,2026-04-23
TOI-4156 b,TOI-4156,1,1,2,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,4.46189034133,,2.53823825,0.22644684,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5971.64,1.039630,,,,4.427600,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h23m07.40s,230.7808336,+76d19m54.77s,76.3318816,213.71900000,11.5040000,9.8170000,11.1255000,2026-04-23,2026-03,2026-04-23
TOI-4156 c,TOI-4156,1,1,2,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,12.82282706375,,2.92303762,0.26077640,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5971.64,1.039630,,,,4.427600,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h23m07.40s,230.7808336,+76d19m54.77s,76.3318816,213.71900000,11.5040000,9.8170000,11.1255000,2026-04-23,2026-03,2026-04-23
TOI-4336 A c,TOI-4336 A,1,3,2,Transit,2026,Multiple Observatories,Published Confirmed,0,<a refstr=PARC_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...708A..81P/abstract target=ref>Parc et al. 2026</a>,7.58726600000,0.0509200000,1.25100000,0.11160694,1.55000000,0.00487685,Mass,0.000000,4.2400,399.50,0,<a refstr=PARC_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...708A..81P/abstract target=ref>Parc et al. 2026</a>,M3.5 V,3307.00,0.326000,0.306000,0.1400,[Fe/H],4.897000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h44m25.68s,206.1070129,-40d20m14.46s,-40.3373505,22.54550000,13.6000000,8.6320000,12.2569000,2026-02-26,2026-04,2026-02-26
TOI-4363 b,TOI-4363,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,2.11867592279,,1.76689273,0.15763188,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4278.45,0.691320,,,,4.643000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h28m26.53s,37.1105554,-12d32m57.71s,-12.5493631,77.77510000,12.6780000,9.2320000,12.0833000,2026-04-23,2026-03,2026-04-23
TOI-4405 b,TOI-4405,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,5.92143995316,,2.55505441,0.22794708,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4467.38,0.687025,,,,4.638600,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h46m22.88s,101.5953368,-75d26m38.86s,-75.4441271,155.50100000,13.4760000,10.5520000,13.1396000,2026-04-23,2026-03,2026-04-23
TOI-4495 b,TOI-4495,1,1,2,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WANG_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171..135W/abstract target=ref>Wang et al. 2026</a>,2.56699000000,0.0395700000,2.48300000,0.22151880,7.70000000,0.02422691,Mass,0.078000,,1735.00,1,<a refstr=WANG_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171..135W/abstract target=ref>Wang et al. 2026</a>,,6210.00,1.309000,1.247000,0.1800,[Fe/H],4.290000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m27.00s,286.3624951,+37d01m33.56s,37.0259902,132.21400000,9.5310000,8.2170000,9.3859000,2026-02-12,2026-03,2026-02-12
TOI-4511 b,TOI-4511,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,10.98090968596,,2.75304932,0.24561103,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5418.77,1.001450,,,,4.394500,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h17m13.27s,49.3052786,+15d30m06.22s,15.5017268,121.83200000,10.5370000,8.7790000,10.2930000,2026-04-23,2026-03,2026-04-23
TOI-4513 b,TOI-4513,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,9.76042253684,,2.34587608,0.20928541,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5623.93,0.796628,,,,4.559200,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h12m21.72s,18.0905179,+13d45m18.29s,13.7550796,102.60900000,10.6960000,8.8530000,10.4308000,2026-04-23,2026-03,2026-04-23
TOI-4529 b,TOI-4529,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POULTOURTZIDIS_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...707A.106P/abstract target=ref>Poultourtzidis et al. 2026</a>,5.87957700000,,1.77000000,0.15790910,4.90000000,0.01541712,Mass,,,511.00,0,<a refstr=POULTOURTZIDIS_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...707A.106P/abstract target=ref>Poultourtzidis et al. 2026</a>,M1.5 V,3697.00,0.480000,0.482000,-0.2400,[Fe/H],4.610000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h07m52.52s,16.9688462,+12d52m51.44s,12.8809549,28.38400000,12.2140000,7.9540000,11.2160000,2026-02-05,2026-03,2026-02-05
TOI-4529 b,TOI-4529,0,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,5.87939600010,,1.90997563,0.17039691,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,3386.96,0.492759,,,,4.299900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h07m52.52s,16.9688462,+12d52m51.44s,12.8809549,28.38400000,12.2140000,7.9540000,11.2160000,2026-04-23,2026-03,2026-04-23
TOI-4552 b,TOI-4552,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SRIVASTAVA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260318233S/abstract target=ref>Srivastava et al. 2026</a>,0.30110032000,0.0056255000,1.11000000,0.09902774,1.83000000,0.00575782,Mass,0.000000,263.0000,1122.00,0,<a refstr=SRIVASTAVA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260318233S/abstract target=ref>Srivastava et al. 2026</a>,M4.5 V,3258.00,0.286900,0.261900,-0.0700,[Fe/H],4.940000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h38m51.42s,264.7142556,-47d38m13.36s,-47.6370457,27.26840000,14.4400000,9.3950010,13.2392000,2026-04-09,2026-03,2026-04-09
TOI-4561 b,TOI-4561,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,8.93547936706,,1.77789214,0.15861319,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5537.93,0.851957,,,,4.503200,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h03m50.85s,60.9618951,-76d01m17.25s,-76.0214574,179.00800000,12.1530000,9.9260000,11.5410000,2026-04-23,2026-03,2026-04-23
TOI-4578 b,TOI-4578,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,8.62392630369,,2.26974262,0.20249322,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5951.32,0.878735,,,,4.511800,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h16m50.63s,184.2109675,+75d08m24.85s,75.1402358,182.24900000,11.3620000,9.8240000,11.1961000,2026-04-23,2026-03,2026-04-23
TOI-4588 b,TOI-4588,1,1,1,Transit,2026,Kepler,Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,13.11881173651,,2.92922558,0.26132845,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,7746.12,1.574580,,,,4.100600,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h48m00.10s,282.0004201,+48d32m32.12s,48.5422560,225.18100000,9.2400000,8.7360000,9.2125100,2026-04-23,2026-03,2026-04-23
TOI-4588 b,TOI-4588,0,1,1,Transit,2026,Kepler,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,13.11893914000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7800.00,1.574580,1.850000,0.2100,[M/H],4.310910,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h48m00.10s,282.0004201,+48d32m32.12s,48.5422560,225.18100000,9.2400000,8.7360000,9.2125100,2016-07-26,2016-07,2016-07-28
TOI-4640 b,TOI-4640,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,2.68566015238,,2.84326517,0.25365957,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5743.01,1.067150,,,,4.398500,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h32m49.28s,38.2053190,+10d04m20.88s,10.0724659,245.08900000,11.6300000,10.0630000,11.5258000,2026-04-23,2026-03,2026-04-23
TOI-4662 b,TOI-4662,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,4.70343764575,,2.87998299,0.25693531,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4520.41,0.693750,,,,4.623800,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h50m03.85s,57.5160311,-31d05m38.49s,-31.0940247,111.04700000,12.4370000,9.7410000,12.0981000,2026-04-23,2026-03,2026-04-23
TOI-4747 b,TOI-4747,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,5.21924158592,,3.95803201,0.35311257,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5595.08,0.988751,,,,4.391700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h45m42.64s,86.4276650,-45d01m45.22s,-45.0292291,304.61500000,12.4420000,10.7900000,12.2777000,2026-04-23,2026-03,2026-04-23
TOI-4898 b,TOI-4898,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,2.76520470167,,3.71979540,0.33185849,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4201.57,0.639344,,,,4.636100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h09m22.00s,197.3416711,-32d49m46.03s,-32.8294537,98.59580000,13.6200000,9.8200000,12.9055000,2026-04-23,2026-03,2026-04-23
TOI-4930 b,TOI-4930,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,6.78130241498,,6.93277225,0.61850158,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5624.72,1.159260,,,,4.321100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h54m34.05s,208.6418883,-45d09m16.12s,-45.1544786,413.75700000,12.7040000,11.0250000,12.5186000,2026-04-23,2026-03,2026-04-23
TOI-5007 b,TOI-5007,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DRANSFIELD_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547ag448D/abstract target=ref>Dransfield et al. 2026</a>,2.54337100000,0.0307000000,11.07447293,0.98800000,211.03806225,0.66400000,Mass,0.074000,85.3000,774.00,0,<a refstr=DRANSFIELD_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547ag448D/abstract target=ref>Dransfield et al. 2026</a>,M1&plusmn;0.5,3793.00,0.656000,0.632000,0.4300,[Fe/H],4.604000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h44m15.33s,236.0638704,-61d02m28.91s,-61.0413649,203.35200000,15.3270000,11.3070000,14.6524000,2026-04-30,2026-04,2026-03-26
TOI-5159 b,TOI-5159,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,5.83639428843,,1.54732112,0.13804298,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5156.16,0.854084,,,,4.475700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h31m08.63s,142.7859562,+20d01m09.64s,20.0193431,55.17880000,9.3690000,7.4680000,9.1915900,2026-04-23,2026-03,2026-04-23
TOI-5160 b,TOI-5160,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,4.28077325600,,2.39729851,0.21387302,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5622.14,1.033150,,,,4.392900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h38m33.46s,114.6393985,+31d23m40.03s,31.3944536,151.46500000,10.8470000,9.2050000,10.6442000,2026-04-23,2026-03,2026-04-23
TOI-5292 A b,TOI-5292 A,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DRANSFIELD_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547ag448D/abstract target=ref>Dransfield et al. 2026</a>,2.02191000000,0.0279000000,12.64373023,1.12800000,412.85910069,1.29900000,Mass,0.034000,102.0000,809.00,0,<a refstr=DRANSFIELD_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547ag448D/abstract target=ref>Dransfield et al. 2026</a>,M0&plusmn;0.5,3919.00,0.611000,0.596000,0.3300,[Fe/H],4.642000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h56m53.37s,344.2223631,-08d07m11.09s,-8.1197473,337.09500000,16.4160000,12.7770000,15.9091000,2026-04-30,2026-04,2026-03-26
TOI-5335 b,TOI-5335,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,3.61365988443,,4.02422162,0.35901762,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5528.92,0.916633,,,,4.449700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h07m48.57s,46.9523734,+15d21m32.70s,15.3590831,331.28900000,13.4280000,11.2230000,13.0870000,2026-04-23,2026-03,2026-04-23
